Client_id,Parent,Race,Employed,Adults,Children,Income,NofCases,Age,Score,Days,English,Gender,Primary,Transportation,Services,Dropout
3154,Two parent family,Asian,No,3,1,0,4,42,10,223,Well,Female,Nepali,No,6,No
3155,Two parent family,Black or African American,No,2,3,0,5,36,90,339,Very Well,Female,English,No,11,No
3156,Two parent family,Other,No,3,2,0,5,46,40,262,Not Well,Female,Spanish,No,8,No
3158,Single parent (mother figure only),Other,No,2,1,0,3,37,110,66,Not At All,Female,Spanish,No,11,No
3159,Single parent (mother figure only),Other,Yes,2,2,7469,4,42,195,339,Well,Female,Portuguese,No,6,No
3162,Single parent (mother figure only),Other,No,1,1,0,2,27,5,365,Very Well,Female,English,No,1,Yes
3163,Two parent family,Asian,No,4,2,0,6,39,190,25,Not Well,Female,Bengali,No,4,No
3165,Two parent family,Other,No,2,2,0,4,46,195,262,Not Well,Female,Portuguese,No,28,No
3169,,White,Yes,2,3,31200,5,43,180,339,,Female,Portuguese,No,135,No
3172,Two parent family,White,Yes,3,2,29003,5,43,185,262,Not At All,Female,Spanish,No,16,No
3174,Two parent family,White,Yes,2,2,34071,4,47,20,275,Very Well,Female,English,No,2,No
3176,Two parent family,White,No,2,3,0,5,37,20,14,,Female,Spanish,No,12,No
3177,Single parent (mother figure only),Black or African American,Yes,2,2,12766,4,38,85,262,Very Well,Female,Creole,No,16,No
3178,Two parent family,White,Yes,2,3,33120,5,35,240,262,Not Well,Female,Spanish,No,34,No
3180,Two parent family,White,No,2,2,0,4,44,135,262,Not At All,Female,Spanish,No,55,No
3181,Two parent family,Other,No,2,3,0,5,42,95,189,,Female,Arabic,No,20,Yes
3184,Two parent family,Asian,No,2,2,0,4,35,95,262,Well,Female,Nepali,No,17,No
3186,Single parent (mother figure only),White,Yes,1,1,15600,2,29,80,339,Not At All,Female,Portuguese,No,22,No
3187,Two parent family,White,Yes,2,2,15600,4,41,220,262,Not Well,Female,Spanish,No,68,No
3189,Two parent family,White,Yes,2,1,13728,3,35,185,276,Not At All,Female,Spanish,No,10,No
3190,Two parent family,Native Hawaiian/Pacific Islander,No,2,1,0,3,26,80,11,Very Well,Female,English,No,9,No
3191,Two parent family,White,No,2,2,0,4,34,525,210,Very Well,Female,English,No,12,Yes
3200,Single parent (mother figure only),White,Yes,1,2,26194,3,38,90,262,Not At All,Female,Spanish,No,24,No
3201,Single parent (mother figure only),Other,No,1,1,0,2,41,245,332,Very Well,Female,Portuguese,No,1,Yes
3202,Two parent family,White,No,2,2,0,4,46,90,262,Well,Female,Spanish,No,196,No
3203,Single parent (mother figure only),White,Yes,1,2,19604,3,36,80,25,Not Well,Female,Spanish,No,2,No
3204,Two parent family,White,Yes,2,4,40518,6,35,165,276,Not Well,Female,Spanish,No,135,No
3206,Single parent (father figure only) living w/partner,Black or African American,Yes,3,1,27631,4,46,10,262,Well,Male,Amharic,No,11,No
3208,Two parent family,White,Yes,3,1,25738,4,41,5,262,Not At All,Female,Spanish,No,15,No
3211,Two parent family,Asian,Yes,2,2,29865,4,41,10,276,Well,Male,Hindi,No,14,No
3212,Two parent family,Asian,No,2,1,0,3,30,10,275,Well,Female,Nepali,No,4,No
3213,Two parent family,White,No,2,2,0,4,41,80,276,,Female,Portuguese,No,14,No
3216,Two parent family,White,No,2,2,0,4,32,80,261,Well,Female,Portuguese,No,4,Yes
3217,Single parent (mother figure only),White,Yes,1,2,37345,3,42,250,339,Well,Female,Portuguese,No,37,No
3218,Two parent family,Other,No,2,1,0,3,32,40,198,Not At All,Female,Spanish,No,10,No
3219,Two parent family,White,No,3,2,0,5,42,80,262,Well,Female,Spanish,No,25,No
3220,Two parent family,White,No,2,1,0,3,32,10,84,Not At All,Female,Spanish,No,5,Yes
3221,Single parent (mother figure only),Black or African American,Yes,1,1,10573,2,29,85,339,Well,Female,Creole,No,14,No
3223,Two parent family,White,Yes,2,2,13608,4,33,85,275,Not At All,Female,Spanish,No,4,No
3225,Two parent family,White,No,2,2,0,4,33,40,223,Not Well,Female,Spanish,No,28,No
3227,Single parent (mother figure only),White,Yes,1,2,25584,3,35,165,170,Not Well,Female,Spanish,No,46,No
3228,Single parent (mother figure only),,Yes,1,1,15600,2,42,130,262,Not Well,Female,Portuguese,No,19,No
3229,Single parent (mother figure only),White,Yes,1,1,20674,2,28,5,190,Very Well,Female,English,No,46,No
3233,Single parent (mother figure only),Black or African American,No,2,2,0,4,48,185,325,,Female,Amharic,No,32,Yes
3237,Single parent (mother figure only),Other,Yes,1,3,33510,4,28,20,262,Not At All,Female,Spanish,No,10,No
3239,Two parent family,White,Yes,2,2,23920,4,34,80,295,Not Well,Female,Portuguese,No,16,Yes
3247,Two parent family,Asian,No,2,2,0,4,35,85,262,Well,Female,Other,No,6,No
3248,Two parent family,Black or African American,Yes,2,2,32235,4,39,10,262,Well,Female,Other,No,279,No
3249,Single parent (mother figure only),White,No,1,4,0,5,35,105,262,Very Well,Female,English,No,6,No
3254,Two parent family,White,No,2,2,0,4,43,80,262,,Female,Portuguese,No,69,No
3256,Single parent (mother figure only),White,Yes,1,3,21564,4,38,390,339,Not Well,Female,Spanish,No,5,No
3257,Single parent (mother figure only),White,No,1,1,0,2,30,100,262,Very Well,Female,English,No,24,No
3258,Single parent (mother figure only),White,No,1,2,0,3,34,145,66,Not Well,Female,Portuguese,No,2,No
3259,Two parent family,White,Yes,2,2,19500,4,28,80,280,Very Well,Female,Portuguese,No,1,Yes
3260,Two parent family,White,No,2,1,0,3,36,130,142,Not At All,Female,Spanish,No,37,No
3261,Two parent family,White,Yes,2,2,10798,4,38,215,267,,Female,Spanish,Yes,199,No
3262,Two parent family,White,No,2,3,0,5,32,80,262,Not At All,Female,Spanish,No,16,No
3263,Single parent (mother figure only),White,Yes,2,3,22639,5,35,80,255,Not Well,Female,Spanish,No,124,No
3265,Two parent family,Asian,No,2,1,0,3,38,10,262,Well,Male,Hindi,No,5,No
3272,Single parent (mother figure only),Black or African American,No,1,1,0,2,51,305,266,Not Well,Female,Creole,No,3,Yes
3273,Two parent family,White,Yes,2,2,36936,4,28,150,262,Very Well,Female,English,No,9,No
3274,Two parent family,White,No,2,3,0,5,37,145,261,Not Well,Female,Portuguese,No,3,Yes
3275,Single parent (mother figure only),White,Yes,2,2,20800,4,29,130,339,Well,Female,Portuguese,No,20,No
3277,Two parent family,Black or African American,No,2,2,0,4,39,170,224,Well,Female,Amharic,No,2,Yes
3279,Two parent family,Black or African American,No,2,2,0,4,39,175,65,Well,Male,Amharic,No,6,Yes
3280,Single parent (mother figure only),White,Yes,3,1,46000,4,52,40,339,Very Well,Female,Spanish,No,5,No
3281,Single parent (mother figure only),White,No,2,3,0,5,34,105,308,Well,Female,Spanish,No,32,No
3282,Two parent family,Black or African American,Yes,2,2,26897,4,34,160,262,Well,Male,Amharic,No,21,No
3287,Single parent (mother figure only),Other,Yes,2,2,16640,4,38,235,339,Not Well,Female,Portuguese,No,19,No
3288,Two parent family,White,Yes,3,3,21840,6,29,150,273,Very Well,Female,English,No,26,No
3289,Single parent (mother figure only),Other,Yes,2,1,32815,3,35,30,339,Very Well,Female,Spanish,No,60,No
3290,Two parent family,White,No,3,2,0,5,40,65,275,Not Well,Female,Portuguese,No,5,No
3292,Single parent (mother figure only),Black or African American,No,1,3,0,4,37,415,318,Very Well,Female,Creole,No,11,No
3294,Single parent (mother figure only),White,No,1,1,0,2,35,290,234,Not At All,Female,Spanish,No,3,No
3296,Single parent (mother figure only),Other,Yes,1,1,30336,2,26,25,244,Very Well,Female,English,No,11,No
3301,Two parent family,Black or African American,Yes,2,2,27717,4,32,10,244,Very Well,Female,English,No,4,No
3302,Single parent (mother figure only),Other,Yes,2,2,27300,4,36,160,237,Not At All,Female,Spanish,No,35,No
3303,Two parent family,Black or African American,Yes,2,3,48503,5,41,35,16,Well,Female,Amharic,No,2,No
3313,Single parent (mother figure only),Black or African American,Yes,1,1,27300,2,40,30,254,Very Well,Female,English,No,6,No
3314,Single parent (mother figure only),Bi-racial/Multi-racial,No,1,2,0,3,29,410,260,Very Well,Female,English,No,2,Yes
3315,Two parent family,Black or African American,No,2,3,0,5,40,55,213,Well,Female,Amharic,No,17,No
3320,Single parent (mother figure only),Other,Yes,2,1,19604,3,32,110,232,Not Well,Female,Spanish,No,57,No
3321,Single parent (mother figure only),Black or African American,Yes,1,1,23252,2,26,30,108,,Female,English,No,11,Yes
3329,Single parent (father figure only),Black or African American,Yes,1,1,11440,2,37,245,215,Very Well,Male,Arabic,No,15,No
3332,Two parent family,Asian,Yes,2,1,20845,3,36,105,64,Well,Female,Nepali,No,26,No
3336,Single parent (mother figure only),Black or African American,Yes,1,1,6721,2,31,380,190,Very Well,Female,Creole,No,13,No
3342,Single parent (mother figure only),Black or African American,Yes,1,2,14479,3,41,230,188,Very Well,Female,Creole,No,23,No
3345,Two parent family,Asian,Yes,2,2,17495,4,41,135,136,Well,Female,Nepali,No,17,No
3346,Single parent (mother figure only),White,No,1,1,0,2,24,355,148,Very Well,Female,English,No,4,No
3349,Two parent family,Asian,Yes,3,2,5873,5,23,270,72,Well,Male,Mandarin,No,60,No
3352,Single parent (mother figure only),Other,Yes,1,1,23394,2,28,355,164,Not At All,Female,Spanish,No,16,No
3355,Two parent family,White,No,2,2,0,4,37,170,329,Not Well,Female,Spanish,No,1,Yes
3363,Two parent family,White,No,2,2,0,4,32,155,136,Not Well,Female,Spanish,No,41,No
3364,Two parent family,White,No,2,4,0,6,42,95,212,Not Well,Female,Arabic,No,1,Yes
3367,Single parent (mother figure only),White,Yes,2,3,17644,5,38,95,149,Not At All,Female,Spanish,No,60,No
3370,Two parent family,Black or African American,Yes,3,2,37187,5,32,5,113,Well,Female,Amharic,No,10,No
3381,Single parent (mother figure only),White,No,1,1,0,2,41,195,106,Very Well,Female,English,No,3,No
3394,Two parent family,Black or African American,No,2,2,0,4,36,165,66,Well,Female,Somali,No,54,No
3397,Two parent family,Asian,No,3,2,0,5,38,55,70,Well,Female,Bengali,No,8,No
3404,Single parent (mother figure only),White,No,1,2,0,3,68,460,65,Very Well,Female,English,No,7,No
3405,Single parent (mother figure only),White,Yes,1,2,18373,3,25,175,79,Not Well,Female,Spanish,No,3,No
3413,Two parent family,Asian,Yes,2,2,12400,4,36,190,71,Very Well,Female,Mandarin,No,24,No
3414,Two parent family,White,Yes,2,1,16114,3,30,80,352,Not Well,Female,Spanish,No,24,No
3416,Two parent family,Black or African American,Yes,2,2,25389,4,40,40,284,Very Well,Female,English,No,2,Yes
3425,Single parent (mother figure only),White,No,2,1,0,3,36,85,347,Well,Female,Kazakh,No,1,Yes
3426,Two parent family,White,Yes,1,1,23874,2,58,5,302,Very Well,Male,English,No,2,Yes
3427,Single parent (mother figure only),Black or African American,No,1,2,0,3,30,155,217,,Female,English,No,28,Yes
3430,Two parent family,Asian,No,2,1,0,3,28,40,254,Well,Female,Russian,No,9,No
3432,Single parent (mother figure only),White,Yes,2,1,23660,3,56,5,88,Not At All,Female,Portuguese,No,26,No
3454,Single parent (mother figure only),Black or African American,No,2,2,0,4,44,250,218,Very Well,Male,Amharic,No,12,Yes
3459,Two parent family,Asian,No,2,1,0,3,44,10,245,Not Well,Female,Nepali,No,5,Yes
3463,Single parent (mother figure only),White,Yes,2,1,34785,3,42,5,249,Well,Female,Spanish,No,22,No
3464,Two parent family,White,Yes,2,1,30003,3,28,20,190,Very Well,Female,English,No,30,No
3465,Two parent family,White,No,2,3,0,5,39,30,58,Very Well,Female,Arabic,No,10,Yes
3466,Single parent (mother figure only),Bi-racial/Multi-racial,No,1,1,0,2,44,180,252,Not Well,Female,Creole,No,2,Yes
3473,Two parent family,White,No,1,1,0,2,28,100,335,Not At All,Female,Spanish,No,3,Yes
3475,Two parent family,White,No,2,3,0,5,35,185,252,,Female,English,No,7,Yes
3476,Two parent family,White,Yes,1,2,24960,3,29,10,69,Not At All,Female,Spanish,No,8,Yes
3481,Single parent (mother figure only),White,No,2,1,0,3,28,20,249,Very Well,Female,Kazakh,No,21,No
3484,Single parent (mother figure only),White,No,2,2,0,4,37,55,263,Not At All,Female,Portuguese,No,4,Yes
3485,Two parent family,White,No,2,2,0,4,35,5,70,,Female,English,No,5,Yes
3488,Single parent (mother figure only),Black or African American,Yes,1,1,55000,2,35,55,171,Very Well,Female,English,No,31,No
3490,Two parent family,White,No,2,1,0,3,28,95,324,Not At All,Female,Portuguese,No,1,Yes
3499,Two parent family,Asian,Yes,2,1,12393,3,28,85,136,Very Well,Female,Urdu,No,18,No
3500,Single parent (mother figure only),White,Yes,3,1,22194,4,27,215,210,Very Well,Female,Spanish,No,42,No
3502,Two parent family,White,No,2,3,0,5,38,10,178,Very Well,Female,Arabic,No,19,No
3504,Single parent (mother figure only),Asian,Yes,2,1,17988,3,27,80,253,Not Well,Female,Gujarati,No,17,No
3506,Single parent (mother figure only),Asian,Yes,2,2,10753,4,30,100,178,Well,Female,Bengali,No,7,No
3508,Single parent (mother figure only),White,Yes,3,1,30413,4,31,65,86,Very Well,Female,English,No,13,No
3509,Single parent (mother figure only),White,No,2,1,0,3,37,55,263,Not At All,Female,Portuguese,No,2,Yes
3510,Two parent family,Black or African American,No,2,2,0,4,35,155,262,Well,Female,Amharic,No,10,No
3517,Two parent family,White,Yes,3,1,28731,4,37,85,249,Very Well,Female,English,No,23,No
3519,Single parent (mother figure only),Black or African American,Yes,3,2,18738,5,40,480,8,Very Well,Female,Yoruba,No,13,No
3521,Two parent family,White,Yes,3,1,0,4,43,175,228,Not At All,Female,Spanish,No,53,No
4522,Two parent family,Asian,No,2,1,0,3,34,170,245,Well,Female,Nepali,No,16,Yes
4523,Single parent (mother figure only),White,No,2,2,0,4,35,10,114,Not At All,Female,Portuguese,No,20,No
4524,Two parent family,White,Yes,5,1,47840,6,44,115,220,Very Well,Female,Portuguese,No,19,No
4525,Two parent family,Asian,No,2,1,0,3,33,155,235,Not Well,Female,Pashto,No,15,No
4526,Two parent family,Black or African American,No,4,2,0,6,39,55,234,Not Well,Female,Haitian Creole,No,17,No
4527,Two parent family,White,Yes,1,1,19144,2,27,200,245,Very Well,Female,English,No,10,No
4528,Two parent family,Black or African American,No,3,1,0,4,38,240,235,Well,Female,Creole,No,30,No
4529,Two parent family,White,Yes,2,1,18200,3,30,225,261,Not At All,Female,Spanish,No,4,No
4530,Two parent family,White,No,2,1,0,3,26,185,247,Not At All,Female,Portuguese,No,6,No
4532,Two parent family,White,No,3,1,0,4,35,195,235,Very Well,Female,English,No,10,No
4533,Two parent family,Black or African American,No,1,2,0,3,27,140,175,Very Well,Female,Creole,No,3,Yes
4538,Two parent family,Asian,No,2,1,0,3,39,95,93,Well,Female,Cambodian,No,17,No
4539,Two parent family,Asian,No,2,2,0,4,44,175,213,Well,Female,Gujarati,No,17,No
4540,Two parent family,White,Yes,2,2,31200,4,36,65,69,Not At All,Female,Portuguese,No,4,Yes
4541,Single parent (mother figure only),Asian,No,2,1,0,3,31,45,198,Well,Female,Arabic,No,13,No
4542,Two parent family,Bi-racial/Multi-racial,Yes,2,1,36593,3,26,90,206,Very Well,Female,English,No,20,No
4543,Two parent family,Asian,Yes,1,3,28610,4,43,55,213,Well,Female,Arabic,No,29,No
4545,Single parent (mother figure only),White,No,1,2,0,3,27,160,255,Very Well,Female,English,No,12,No
4546,Two parent family,White,No,1,1,0,2,36,150,88,,Female,English,No,16,No
4550,Two parent family,White,Yes,2,1,27040,3,25,85,178,Not At All,Female,Portuguese,No,14,No
4552,Single parent (mother figure only),White,Yes,1,2,18200,3,37,80,135,Very Well,Female,Portuguese,No,29,No
4554,Single parent (mother figure only),Black or African American,Yes,2,2,14116,4,39,85,250,Well,Female,Amharic,No,13,No
4555,Two parent family,Black or African American,Yes,2,2,14293,4,49,625,191,Very Well,Male,Amharic,No,8,No
4556,Two parent family,White,Yes,3,1,21411,4,29,80,121,Well,Female,Spanish,No,28,No
4558,Two parent family,White,Yes,3,1,31348,4,36,175,115,Very Well,Female,Portuguese,No,15,No
4559,Single parent (mother figure only),White,No,2,2,0,4,33,65,129,Not At All,Female,Spanish,No,24,No
4563,Two parent family,Asian,Yes,2,2,24201,4,35,80,87,Well,Female,Nepali,No,14,No
4566,Two parent family,White,Yes,2,1,48966,3,22,240,236,Well,Female,English,No,14,No
574,Two parent family,Hispanic/Latino,Yes,2,2,21724,4,49,180,101,Not At All,Female,Spanish,No,79,No
599,Two parent family,Hispanic/Latino,Yes,2,2,23289,4,42,205,102,Well,Female,Spanish,Yes,88,No
1145,Two parent family,Black or African American,Yes,2,2,20295,4,54,155,103,Well,Male,Arabic,No,73,Yes
1544,Two parent family,White,No,2,2,0,4,36,175,104,Not Well,Female,Portuguese,Yes,66,Yes
1606,Two parent family,Asian,No,3,4,0,7,51,180,105,Well,Female,Bengali,Yes,11,No
1624,Two parent family,White,Yes,2,1,15600,3,37,205,106,Well,Male,Portuguese,Yes,14,No
1634,Two parent family,Hispanic/Latino,Yes,2,3,55563,5,40,155,107,Not Well,Female,Spanish,Yes,69,Yes
2082,Single parent (mother figure only),,Yes,1,1,18200,2,37,85,108,,Female,English,Yes,71,Yes
2138,Single parent (mother figure only),Black or African American,No,2,2,0,4,46,95,109,Very Well,Female,Creole,Yes,48,Yes
2387,Two parent family,Black or African American,No,2,2,0,4,41,80,110,Well,Male,Amharic,No,7,Yes
2503,Single parent (mother figure only),Black or African American,No,1,1,0,2,32,180,111,,Female,Creole,No,76,Yes
2504,Two parent family,Other,Yes,2,1,19500,3,34,185,112,Not At All,Female,Portuguese,Yes,5,Yes
2525,Single parent (mother figure only),Other,Yes,1,1,10400,2,48,190,113,,Female,Portuguese,No,8,No
2531,Single parent (mother figure only),White,Yes,1,1,32868,2,44,825,114,,Female,Portuguese,No,17,No
2533,Single parent (mother figure only),White,No,2,2,0,4,25,215,115,Not Well,Female,Portuguese,No,19,Yes
2778,Two parent family,Asian,Yes,2,2,5189,4,40,190,116,Well,Female,Punjabi,No,5,Yes
3025,Two parent family,Asian,No,2,2,0,4,32,80,117,Well,Female,Gujarati,No,10,Yes
3134,Two parent family,Asian,No,2,1,0,3,27,65,118,Not Well,Female,Bengali,No,32,Yes
3136,Two parent family,Other,No,3,2,0,5,40,85,119,Not Well,Female,Spanish,No,5,Yes
3137,Two parent family,Asian,Yes,2,2,25665,4,43,10,120,Very Well,Female,Punjabi,No,5,Yes
3140,Single parent (mother figure only),Black or African American,Yes,1,1,42432,2,38,40,121,Well,Female,Amharic,No,25,No
3168,Two parent family,Asian,Yes,2,3,44658,5,40,30,122,Well,Male,Nepali,No,44,Yes
3182,Two parent family,Black or African American,No,2,4,0,6,47,20,123,Well,Female,Somali,No,36,Yes
3198,Two parent family,Black or African American,No,3,2,0,5,39,265,124,,Female,Somali,No,71,Yes
3264,Two parent family,Asian,No,5,4,0,9,28,80,125,Well,Female,Urdu,No,82,Yes
3276,Single parent (father figure only) living w/partner,Black or African American,No,2,1,0,3,73,95,126,Not Well,Male,Creole,No,10,Yes
3338,Two parent family,Asian,No,2,2,0,4,41,95,127,Not Well,Female,Nepali,No,13,Yes
3518,Two parent family,White,No,1,1,0,2,23,170,128,Not Well,Female,Portuguese,No,13,No
4535,Single parent (mother figure only),Asian,Yes,3,2,21027,5,40,165,129,Well,Female,Hindi,No,11,No
4548,Two parent family,Black or African American,No,2,1,0,3,28,80,130,Very Well,Female,Somali,No,15,No
4557,Single parent (mother figure only),Asian,No,2,1,0,3,35,55,131,Not Well,Female,Arabic,No,4,Yes
4564,Two parent family,Black or African American,No,1,2,0,3,27,195,132,Very Well,Female,English,No,24,No
4565,Single parent (mother figure only),Asian,Yes,2,3,10649,5,31,90,133,Well,Female,Bengali,No,40,No
4568,Two parent family,White,No,2,2,0,4,40,55,134,Not Well,Female,Portuguese,No,17,No
4573,Single parent (mother figure only),Black or African American,Yes,1,1,25768,2,37,95,135,Very Well,Female,Creole,No,19,No
4575,Two parent family,White,Yes,1,3,24965,4,34,80,136,Not Well,Female,Spanish,No,16,No
4578,Two parent family,White,Yes,1,1,22308,2,21,75,137,Not Well,Female,Spanish,No,18,No
4580,Single parent (mother figure only),White,No,2,1,0,3,33,65,138,Not Well,Female,Portuguese,No,10,No
31,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,14092,3,38,200,201,Not Well,Female,Spanish,Yes,196,No
35,Two parent family,Hispanic/Latino,Yes,2,2,26000,4,42,125,202,Not Well,Female,Spanish,Yes,228,No
105,Two parent family,Black or African American,No,2,7,0,9,54,210,203,,Female,English,Yes,134,No
111,Single parent (mother figure only),Black or African American,Yes,1,5,11301,6,29,310,204,,Female,Other,No,176,No
138,Two parent family,White,Yes,2,1,15600,3,55,200,205,,Female,Portuguese,Yes,56,No
164,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,22750,3,43,255,206,Not Well,Female,Spanish,Yes,124,No
168,Two parent family,Hispanic/Latino,Yes,1,2,37200,3,43,400,207,,Female,Spanish,No,108,No
174,Two parent family,Hispanic/Latino,Yes,2,2,10467,4,42,175,208,,Male,Spanish,Yes,56,No
179,Two parent family,Hispanic/Latino,Yes,2,3,0,5,53,260,209,Not Well,Female,Spanish,Yes,188,No
198,Two parent family,Black or African American,Yes,2,3,14968,5,42,170,210,,Female,Somali,No,84,No
221,Two parent family,White,Yes,2,4,22880,6,36,205,211,Very Well,Female,English,Yes,297,No
227,Single parent (mother figure only),White,Yes,1,3,29100,4,45,195,212,,Female,Arabic,Yes,68,No
282,Two parent family,Asian,Yes,2,1,27149,3,47,165,213,Well,Male,Nepali,Yes,164,No
310,Two parent family,Other,Yes,2,2,10729,4,51,310,214,,Female,Portuguese,Yes,208,No
315,Single parent (mother figure only),Black or African American,Yes,1,4,35893,5,41,180,215,,Female,English,No,272,No
359,Single parent (mother figure only),Asian,Yes,2,3,27400,5,46,310,216,,Female,Bengali,Yes,56,No
453,Two parent family,Black or African American,Yes,2,3,14400,5,48,160,217,,Female,Creole,Yes,108,No
470,Two parent family,Other,Yes,2,2,21736,4,36,155,218,Not Well,Female,Portuguese,Yes,128,No
475,Two parent family,Hispanic/Latino,Yes,2,2,22856,4,35,195,219,Not Well,Female,Spanish,Yes,104,No
489,Two parent family,White,Yes,2,3,15600,5,55,180,220,,Female,Arabic,Yes,268,No
498,Two parent family,White,Yes,2,3,33800,5,43,105,221,,Female,Portuguese,No,220,No
499,Two parent family,Asian,Yes,2,2,18120,4,46,195,222,Well,Male,Arabic,Yes,48,No
607,Two parent family,Other,Yes,2,2,23400,4,49,195,223,Not Well,Female,Portuguese,Yes,120,No
609,Two parent family,Other,Yes,2,2,36400,4,43,65,224,Not Well,Female,Portuguese,Yes,160,No
646,Two parent family,Black or African American,Yes,2,3,22308,5,53,85,225,Not Well,Male,Other,Yes,72,No
659,Two parent family,Hispanic/Latino,Yes,2,2,25220,4,33,95,226,Very Well,Female,Spanish,No,252,No
675,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,10400,4,36,185,227,,Female,Spanish,No,65,No
708,Single parent (mother figure only),White,Yes,1,2,19800,3,43,115,228,,Female,English,Yes,76,No
716,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,17625,4,36,200,229,Very Well,Female,Spanish,Yes,124,No
732,Single parent (mother figure only),Black or African American,Yes,1,4,5747,5,36,210,230,,Female,Somali,Yes,72,No
739,Two parent family,White,Yes,2,4,28747,6,52,395,231,Very Well,Male,English,Yes,264,No
791,Single parent (mother figure only),Black or African American,Yes,1,2,18493,3,41,195,232,,Female,Amharic,Yes,100,No
804,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,27800,4,43,435,233,Not Well,Female,Spanish,Yes,164,No
879,Single parent (mother figure only),Asian,Yes,1,2,24018,3,38,105,234,,Female,Other,Yes,248,No
887,Two parent family,White,Yes,2,2,18200,4,49,195,200,,Female,Spanish,Yes,65,No
909,Two parent family,Asian,Yes,2,2,46685,4,48,65,199,,Male,Nepali,No,76,No
930,Two parent family,Hispanic/Latino,Yes,3,2,17866,5,34,195,198,Not Well,Female,Spanish,Yes,184,No
941,Two parent family,Asian,Yes,2,2,12918,4,45,85,197,,Male,Bengali,No,189,No
946,Single parent (mother figure only),Black or African American,Yes,1,3,17006,4,39,160,196,Very Well,Female,English,Yes,128,No
964,Two parent family,Other,Yes,2,2,24891,4,48,210,195,,Female,Nepali,Yes,43,No
969,Single parent (mother figure only),Asian,Yes,1,2,34321,3,36,205,194,,Female,English,No,224,No
975,Single parent (mother figure only),Black or African American,Yes,1,3,19469,4,37,435,193,,Female,English,No,132,No
1038,Two parent family,White,Yes,2,1,40248,3,44,55,192,,Female,English,No,47,No
1041,Two parent family,White,Yes,2,2,23617,4,44,185,201,Not Well,Female,Portuguese,Yes,56,No
1054,Two parent family,Hispanic/Latino,Yes,2,1,14966,3,46,195,202,,Female,Spanish,Yes,47,No
1062,Two parent family,Hispanic/Latino,Yes,2,2,29120,4,36,200,203,,Female,Spanish,No,128,No
1072,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,13859,4,49,200,204,,Female,Spanish,Yes,67,No
1079,Single parent (mother figure only),White,Yes,1,2,10356,3,51,310,205,,Female,English,No,38,No
1082,Two parent family,White,Yes,2,1,42484,3,49,200,206,,Female,Portuguese,Yes,196,No
1107,Two parent family,Hispanic/Latino,Yes,2,3,32114,5,41,190,207,Well,Female,Spanish,Yes,192,No
1110,Single parent (mother figure only),Asian,Yes,1,2,15600,3,46,155,208,,Female,Bengali,Yes,31,No
1112,Two parent family,Asian,Yes,2,2,16640,4,47,200,209,Not Well,Male,Punjabi,No,124,No
1123,Two parent family,Asian,Yes,2,2,12355,4,48,200,210,,Male,Other,No,17,No
1124,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,32400,2,33,295,211,,Female,Spanish,No,110,No
1131,Two parent family,Hispanic/Latino,Yes,2,2,26052,4,54,200,212,,Female,Spanish,Yes,216,No
1133,Single parent (mother figure only),Hispanic/Latino,No,1,1,0,2,32,405,213,,Female,Spanish,No,17,No
1143,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,45136,3,36,620,214,Not At All,Female,Spanish,Yes,92,No
1152,Two parent family,Other,Yes,2,2,23400,4,39,85,215,,Female,Portuguese,Yes,27,No
1154,Single parent (mother figure only),Black or African American,Yes,1,2,47301,3,55,165,216,,Female,Creole,No,48,No
1159,Single parent (mother figure only),Black or African American,Yes,1,1,18700,2,33,105,217,,Female,English,No,33,No
1169,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,14395,2,33,195,218,,Female,Spanish,Yes,66,No
1171,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,17146,2,36,105,219,,Female,Spanish,Yes,56,No
1188,Two parent family,Other,Yes,2,1,34056,3,41,210,220,,Female,Portuguese,Yes,47,No
1191,Two parent family,Hispanic/Latino,Yes,2,1,20443,3,32,105,221,,Female,Spanish,No,12,No
1192,Single parent (mother figure only),Black or African American,Yes,1,1,28004,2,43,355,222,,Female,Other,No,20,No
1193,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,18487,2,39,85,223,,Female,Spanish,No,34,No
1198,Two parent family,Other,Yes,2,2,17147,4,43,200,224,,Female,Punjabi,Yes,38,No
1200,Single parent (mother figure only),Other,Yes,1,2,13000,3,44,200,225,,Female,Portuguese,Yes,44,No
1209,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,14560,2,40,205,226,Not Well,Female,Spanish,Yes,117,No
1216,Single parent (mother figure only) living w/partner,Hispanic/Latino,Yes,1,2,44321,3,36,75,227,,Female,Spanish,Yes,46,No
1221,Single parent (mother figure only),White,Yes,1,1,22553,2,53,190,228,,Female,Spanish,No,100,No
1234,Two parent family,Asian,No,2,1,0,3,45,210,229,,Male,Nepali,Yes,43,No
